Tail,Day,Month,Flight ID,Mach Indicated,Mach True,Pressure Altitude Indicated (ft),Pressure Altitude True (ft),Gross Weight Indicated (lb),Gross Weight Indicated (kg),Gross Weight True (lb),Gross Weight Effective (lb),W/delta Effective,Payload Weight (lb),Fuel Weight (lb),AoA True (deg),AoA Indicated (deg),True Track (deg),Latitude (deg),OAT (K),T Standard Day (K),ISA Deviation (deg C),theta,theta total,delta,delta total,KTAS,q (psf),g Effective (ft/sec^2),CL,CD Polar,Delta CD Reynolds,CD,L/D,Mach(L/D),FF Factor Eng 1,FF Factor Eng 2,Climb Rate (ft/min),Accel (knots/min),Excess Thrust Climb (lb),Excess Thrust Accel (lb),Excess Thrust Total (lb),Fnet Total (lb),Fnet Eng 1 (lb),Fnet Eng 2 (lb),Fnet Cor Eng 1 (lb),Fnet Cor Eng 2 (lb),Fnet Cor Total (lb),FHV ratio,FHV (BTU/lb),Wfdot Base Eng 1 (lb/hr),Wfdot Base Eng 2 (lb/hr),Fuel Flow Engine #1 (kg/hr),Fuel Flow Engine #2 (kg/hr),Wfdot Total (lb/hr),Wfdot Eng 1 (lb/hr),Wfdot Eng 2 (lb/hr),Wfdot Cor Total (lb/hr),Corrected Fuel Flow Engine #1 (lb/hr),Corrected Fuel Flow Engine #2 (lb/hr),Corrected Fuel Flow Engine #1 (kg/hr),Corrected Fuel Flow Engine #2 (kg/hr),Corrected N1 Engine #1 (%),Corrected N1 Engine #2 (%),N1 Eng 1 (%),N1 Eng 2 (%),SFC Baseline (1/hr),Specific Range (nm/lb),Specific Range (nm/kg)
1,19,0,0,0.778020459,0.777741435,36016.46236,36019.49572,154121.823,69908.48297,154050.8455,153566.388,685225.8607,12555.67948,45995.16598,3.355358779,3.35740379,306.4514984,32.47493614,218.0884229,216.7881751,1.300247859,0.756857272,0.848419101,0.224110613,0.334233515,447.5669671,200.8126466,32.07286794,0.570690064,0.033259452,0.000308364,0.034452356,16.56461654,12.88298863,0.999785727,1.012332559,3.46075463,-0.364857734,11.79590335,-48.98761292,-37.19170957,9233.556431,4626.87054,4606.685891,20645.47712,20555.41155,41200.88866,0.999301995,18592.97798,2781.287442,2769.15412,1261.570763,1256.06718,5580.098708,2778.750551,2801.348157,18125.36104,9025.979575,9099.381461,4094.115467,4127.410002,97.02936448,96.93524386,89.37342585,89.28673165,0.601116331,0.080207715,0.176827743
1,19,0,0,0.778228471,0.778881441,36011.98415,36019.87758,153354.5783,69560.46661,153287.2352,152801.3246,681824.5912,12555.67948,45231.55573,3.314434083,3.313890469,306.5784467,32.08860088,218.03682,216.7874185,1.249401482,0.756678189,0.848486906,0.224106503,0.3345979,448.1699756,201.3980828,32.07205892,0.56619625,0.033067817,0.000304215,0.034256571,16.52810621,12.87343519,1.001515557,1.011729076,3.871031518,-0.344334554,13.10786816,-46.00174185,-32.89387369,9212.044578,4616.091101,4595.953477,20597.75617,20507.89879,41105.65496,0.999301995,18592.97798,2776.512105,2764.399615,1259.404706,1253.910573,5573.650384,2778.779112,2794.871271,18083.97674,9015.882478,9068.094261,4089.535501,4113.218367,97.01617539,96.92187766,89.36484823,89.27798743,0.601485552,0.080408699,0.177270837
1,19,0,0,0.778236043,0.778118201,35993.74113,35988.34466,152178.2073,69026.87373,152128.8249,151642.9215,675631.6529,12555.67948,44073.14537,3.28562082,3.30138007,306.6048134,31.64390541,217.8168034,216.8498916,0.966911806,0.755914639,0.847451055,0.224446147,0.33485647,447.5048505,201.3081998,32.07128383,0.562154743,0.032834153,0.000303059,0.034021752,16.52339179,12.8571519,0.999025088,1.012594062,-15.71237111,-0.085555597,-52.81089476,-11.34324003,-64.1541348,9113.315203,4566.618502,4546.696701,20346.16569,20257.40586,40603.57155,0.999301995,18592.97798,2744.023405,2732.052646,1244.66808,1239.238235,5503.964036,2739.43475,2764.529286,17854.98876,8886.790747,8968.198013,4030.980477,4067.906192,96.68445857,96.64134589,89.00491336,88.96522507,0.600887375,0.081305918,0.179248867
1,19,0,0,0.777992171,0.777701353,35993.33786,35988.6127,152102.7155,68992.63122,152011.3586,151523.0304,675106.1777,12555.67948,43955.67911,3.288775954,3.303933552,306.7004923,31.37266342,217.9988596,216.8493605,1.149499083,0.75654645,0.848061243,0.224443258,0.334716583,447.4519945,201.0899825,32.07069117,0.562319848,0.032828306,0.000304627,0.034017473,16.53032384,12.85565522,0.998885183,1.013686118,-19.50190012,-0.548623111,-65.55871514,-72.68073269,-138.2394478,9028.128485,4523.932033,4504.196451,20156.23933,20068.30805,40224.54738,0.999301995,18592.97798,2718.780912,2706.920273,1233.218277,1227.838382,5455.906564,2713.854361,2742.052202,17700.11492,8804.31758,8895.797341,3993.571277,4035.065799,96.49244771,96.28333413,88.86012736,88.66755417,0.6009774,0.082012401,0.180806394
1,19,0,0,0.778609923,0.778144365,36000.55166,36000.66073,150356.221,68200.43464,150291.5724,149806.9762,667846.6355,12555.67948,42235.89288,3.233572117,3.213846377,307.0392065,31.36451028,217.7880827,216.825491,0.962591729,0.755814967,0.847345467,0.22431344,0.334666989,447.4903922,201.202703,32.07030741,0.555639905,0.032504757,0.000304512,0.033693809,16.49086062,12.83227026,1.001207829,1.0119263,8.656639221,-0.71070516,28.74396296,-93.0867908,-64.34282784,9019.89963,4519.808612,4500.091018,20149.52208,20061.62011,40211.14219,0.999301995,18592.97798,2715.762529,2703.915058,1231.849162,1226.475239,5451.397707,2717.144802,2734.252905,17695.57732,8820.021672,8875.555643,4000.694534,4025.884319,96.42184038,96.30522757,88.75762481,88.65028111,0.60085786,0.082087277,0.180971467
1,19,0,0,0.778262805,0.778690159,36007.52465,36001.23649,150192.9653,68126.38308,150118.421,149634.8453,667097.7133,12555.67948,42062.74156,3.220040841,3.207741279,306.775409,31.27187263,217.6875055,216.8243503,0.863155219,0.755465922,0.847082538,0.224307238,0.334835321,447.7008516,201.4794801,32.07040646,0.554239047,0.032452653,0.000302576,0.033639768,16.47570943,12.8294728,1.000433583,1.011073604,4.063786743,0.948763964,13.46562165,124.1244883,137.59011,9219.738953,4619.946699,4599.792254,20596.51194,20506.65998,41103.17192,0.999301995,18592.97798,2776.263363,2764.151958,1259.291878,1253.798238,5568.338743,2775.528417,2792.810325,18068.89185,9006.4066,9062.485252,4085.237315,4110.674163,96.94791891,96.95600342,89.22804048,89.23548122,0.600929739,0.080401152,0.177254199
1,19,0,0,0.77778419,0.77779398,36000.27477,36002.4773,148795.8736,67492.67295,148719.4523,148239.4308,660916.0996,12555.67948,40663.77284,3.193058684,3.235474781,306.515224,31.03750226,217.5415002,216.821892,0.71960818,0.754959223,0.846303774,0.224293872,0.334523896,447.0356101,201.0040112,32.07020044,0.55036932,0.032227267,0.00030603,0.033417837,16.46932815,12.80974429,0.998881943,1.012893581,-0.613979893,-0.148793146,-2.017158329,-19.28471462,-21.30187294,8979.6379,4499.633741,4480.00416,20061.33162,19973.81438,40035.14601,0.999301995,18592.97798,2701.500892,2689.715637,1225.380192,1220.03449,5419.090972,2696.596909,2722.494063,17609.05932,8762.45392,8846.605399,3974.58224,4012.752709,96.2775004,96.2261129,88.57026524,88.52299143,0.600382397,0.08249273,0.181865339
1,19,0,0,0.77757551,0.77712725,35987.07611,35980.7693,147790.671,67036.72074,147739.293,147260.6838,655868.3643,12555.67948,39683.61352,3.169841283,3.180722021,306.6429809,30.8738981,217.3835946,216.8648999,0.518694747,0.754411225,0.845533051,0.224527804,0.334656059,446.4902746,200.8688379,32.06981904,0.547103442,0.032043018,0.000305752,0.03323331,16.46250218,12.79345905,1.000093326,1.011987221,-28.2327578,-0.109088636,-92.17026632,-14.04536,-106.2156263,8839.003163,4429.162658,4409.840506,19726.56647,19640.50963,39367.0761,0.999301995,18592.97798,2657.086445,2645.494948,1205.234138,1199.976323,5330.817966,2655.479589,2675.338377,17323.26966,8629.367818,8693.901843,3914.2154,3943.487541,95.91823438,95.71345625,88.19957047,88.0112711,0.599907172,0.083756429,0.184651317
1,19,0,0,0.777824158,0.777562463,35988.89969,35992.06185,147684.3417,66988.49057,147618.2905,147137.2526,655674.0696,12555.67948,39562.61103,3.161819253,3.156638458,307.1030632,30.80168636,217.2583341,216.8425271,0.415807083,0.75397652,0.845147871,0.224406087,0.334616009,446.6115931,200.9848718,32.06920424,0.546329278,0.032019324,0.000305572,0.033209436,16.45102569,12.79170005,0.998876999,1.011489878,23.71958594,-0.20821706,77.31379113,-26.78585433,50.52793679,8994.484099,4507.073067,4487.411032,20084.451,19996.8329,40081.28391,0.999301995,18592.97798,2703.803134,2692.007836,1226.424472,1221.074214,5419.919667,2698.881613,2721.038054,17618.94029,8773.457341,8845.48295,3979.573308,4012.243575,96.32311118,96.24415151,88.55168967,88.47910052,0.599902219,0.082401884,0.181665058
1,19,0,0,0.778211432,0.778026843,35990.6964,35990.12539,147398.5454,66858.85552,147365.4265,146882.5913,654478.3837,12555.67948,39309.74698,3.146718969,3.141674763,307.2994673,30.59218926,216.9527732,216.8463636,0.106409589,0.752916096,0.844067999,0.224426956,0.334798116,446.5639561,201.2437225,32.06863196,0.544682203,0.031953371,0.000303619,0.033141531,16.43503451,12.78689801,1.00019727,1.012871708,-24.22762942,0.256409229,-78.72920649,32.92839251,-45.80081398,8891.362732,4455.399671,4435.963061,19852.3375,19765.73199,39618.0695,0.999301995,18592.97798,2671.72137,2660.066027,1211.872428,1206.585654,5362.808161,2670.383178,2692.424982,17434.94325,8681.64174,8753.30151,3937.926452,3970.430777,96.01043983,95.87645034,88.20783787,88.08473748,0.599659193,0.083270545,0.183580126
1,19,0,0,0.778557843,0.778671403,36002.82329,36006.83979,146351.6221,66383.97914,146284.517,145803.11,650190.1278,12555.67948,38228.83752,3.108431198,3.162301995,307.5570302,30.49652207,216.9847951,216.813249,0.171546039,0.753027226,0.844343698,0.224246884,0.334739123,446.9668963,201.4155651,32.06816715,0.540217887,0.031753813,0.000303349,0.032941702,16.3992098,12.7695957,0.999803374,1.014185211,22.08685769,-0.256303222,71.2023089,-32.67287906,38.52942984,8929.391356,4474.455549,4454.935807,19953.25631,19866.21054,39819.46685,0.999301995,18592.97798,2684.457694,2672.74679,1217.649528,1212.337551,5390.82468,2682.056466,2708.768214,17526.25399,8719.705355,8806.548631,3955.191818,3994.583265,96.26107663,96.07241755,88.45254797,88.27919259,0.599951808,0.082912527,0.182790832
1,19,0,0,0.778043411,0.777978086,35997.08691,35996.36737,145358.5584,65933.53302,145315.241,144834.327,645545.2144,12555.67948,37259.56147,3.088184029,3.062044363,307.6891432,30.2166697,217.5920634,216.833997,0.758066484,0.755134699,0.846543739,0.224359694,0.334681922,447.1933865,201.1581948,32.06757005,0.537315016,0.031589642,0.000304584,0.032778765,16.39216758,12.75274716,1.000042856,1.013255793,-15.65979074,-1.202972269,-50.25774447,-152.332887,-202.5906315,8632.990527,4325.931167,4307.05936,19281.23133,19197.11726,38478.34858,0.999301995,18592.97798,2597.822144,2586.489186,1178.352303,1173.21176,5215.065946,2596.120108,2618.945838,16935.68821,8430.781348,8504.906864,3824.138093,3857.760861,95.32657257,95.17662923,87.70789328,87.5699337,0.600523227,0.085750284,0.189047016
1,19,0,0,0.778274895,0.777050121,35999.41501,36005.20845,144594.6689,65587.03857,144532.7575,144049.9533,642321.8253,12555.67948,36477.078,3.080806304,3.096284753,307.8456556,29.78356265,217.4651008,216.816481,0.648619733,0.754694086,0.845831983,0.224264454,0.334238513,446.5296484,200.5934137,32.06657282,0.535909745,0.031490888,0.000309111,0.032684538,16.39642993,12.74084786,0.998451721,1.015469936,10.02771764,-0.874433494,32.03962525,-110.1302075,-78.09058222,8707.355634,4363.195002,4344.160633,19455.57991,19370.70525,38826.28516,0.999301995,18592.97798,2617.872716,2606.452287,1187.447089,1182.26687,5256.921537,2611.99506,2644.926477,17101.4507,8497.160254,8604.290443,3854.247058,3902.840494,95.58711747,95.48047093,87.91063492,87.81255304,0.59998985,0.084941281,0.187263469
1,19,0,0,0.778210819,0.778237374,35995.97366,35998.24692,143717.2599,65189.05254,143676.085,143192.2847,638284.0307,12555.67948,35620.40547,3.036115399,3.027057835,308.3972097,29.57572002,217.9744392,216.8302732,1.144165945,0.756461701,0.848092423,0.224339444,0.334736039,447.7353151,201.2741348,32.06570893,0.530917269,0.031287289,0.000303866,0.032475695,16.34814203,12.72273513,1.001822197,1.012175783,-0.720227401,-0.287764082,-2.286539932,-36.0265567,-38.31309663,8720.620144,4369.841755,4350.778389,19478.70456,19393.72902,38872.43358,0.999301995,18592.97798,2626.933862,2615.473904,1191.557156,1186.359007,5275.355205,2629.8837,2645.471506,17113.05881,8531.246269,8581.812541,3869.708214,3892.644689,95.64083807,95.46015097,88.07749706,87.91109882,0.601150799,0.084873018,0.187112975
1,19,0,0,0.778735308,0.778953233,36003.05328,35998.89617,143672.1038,65168.57008,143608.656,143123.3844,637996.7978,12555.67948,35552.97653,3.023525963,2.992735078,308.3433054,29.32274573,217.951106,216.8289869,1.122119058,0.756380725,0.84817027,0.224332449,0.33495863,448.1231761,201.6383005,32.06532843,0.529703412,0.031251848,0.000301313,0.032437702,16.32986878,12.72020407,0.999891621,1.012717714,-5.853901057,-0.004355778,-18.55775927,-0.54505827,-19.10281754,8745.412464,4382.265013,4363.147451,19534.69069,19449.47091,38984.1616,0.999301995,18592.97798,2635.472388,2623.975182,1195.430167,1190.215121,5288.838694,2633.347386,2655.491308,17144.61065,8536.413804,8608.196844,3872.052169,3904.612408,95.65735102,95.54103662,88.09674712,87.98962603,0.601395028,0.084729976,0.186797622
1,19,0,0,0.779234119,0.778302394,35996.61616,35998.20336,142140.7286,64473.94998,142081.029,141600.2261,631186.06,12555.67948,34025.34949,2.988097011,2.953074457,308.25943,29.18087975,218.4459484,216.8303595,1.615588921,0.758098034,0.84994231,0.224339913,0.334757892,448.2567582,201.3081891,32.06517142,0.524925543,0.031003207,0.000303621,0.032191368,16.30640673,12.69131539,1.000346363,1.011723771,-10.62312528,-0.093577458,-33.38401284,-11.58515219,-44.96916503,8638.748124,4328.816258,4309.931866,19295.79178,19211.6142,38507.40598,0.999301995,18592.97798,2605.193192,2593.828078,1181.695754,1176.540625,5226.68226,2604.276467,2622.405793,16935.59856,8438.42778,8497.17078,3827.606456,3854.251832,95.35780023,95.26041349,87.91256439,87.82278129,0.601825773,0.085763155,0.189075391
1,19,0,0,0.779655977,0.779582902,35989.65649,35982.97138,140540.6691,63748.17518,140496.9059,140021.9656,623694.5671,12555.67948,32441.22638,2.919829358,2.908194819,308.1996903,29.15765264,218.7156963,216.8605371,1.855159173,0.759034171,0.851294698,0.224504065,0.335420277,449.2713909,202.118926,32.06528638,0.516992675,0.030668672,0.000296996,0.031850208,16.23200331,12.65419225,1.000419082,1.011485711,1.089441479,-0.227653956,3.381551185,-27.87006122,-24.48851003,8601.801354,4310.30249,4291.498864,19199.21802,19115.46173,38314.67975,0.999301995,18592.97798,2597.786647,2586.453844,1178.336202,1173.195729,5211.39632,2597.061307,2614.335013,16839.33066,8391.757486,8447.57317,3806.437167,3831.754735,95.23661713,95.01234629,87.87066739,87.66374248,0.602692422,0.086209408,0.190059211
1,19,0,0,0.779671808,0.779951908,36006.41656,36012.3312,134272.4395,60904.95405,134244.8424,133785.4229,596756.1753,12555.67948,26189.16294,2.737081842,2.72900844,308.3882477,28.54706094,218.9429779,216.8023694,2.140608488,0.759822932,0.852266786,0.224187748,0.335068004,449.7175315,202.0252653,32.06394089,0.49419496,0.029631301,0.000299326,0.030815167,16.03739357,12.50839572,1.000708328,1.012965878,6.588956067,-0.370459782,19.54689665,-43.33276621,-23.78586956,8318.306774,4168.245339,4150.061435,18592.65451,18511.54435,37104.19886,0.999301995,18592.97798,2514.06961,2503.102022,1140.362793,1135.387978,5047.881429,2514.094322,2533.787107,16318.80696,8127.572032,8191.234929,3686.60466,3715.481665,94.42570342,94.28839476,87.17220081,87.0454398,0.603148185,0.089090352,0.196410605
1,19,0,1,0.773008449,0.772906717,37019.95997,37018.27191,150757.6903,68382.53804,150679.4048,149887.6922,701699.6109,16828.8633,38350.54153,3.545956262,3.549585233,179.5836314,36.00728657,213.6525363,214.8093997,-1.156863351,0.741462906,0.830050639,0.213606634,0.31707923,440.2380647,189.0284015,32.00499692,0.59174434,0.034196268,0.000451838,0.035532646,16.65353983,12.87163279,1.00161462,1.008838612,-9.20003277,-0.124679686,-30.76435107,-16.33910352,-47.10345459,8953.246846,4486.409368,4466.837478,21003.13683,20911.51097,41914.6478,0.999802719,18583.66621,2660.976678,2649.36821,1206.998718,1201.733205,5337.004993,2664.747336,2672.257657,18474.70535,9224.353721,9250.351628,4184.096466,4195.888918,97.66785001,97.55449304,88.98236034,88.87908408,0.593119455,0.08248785,0.181854579
1,19,0,1,0.773204603,0.773171768,36990.17602,36991.89018,149792.6558,67944.80574,149703.6771,148931.9289,696341.6832,16828.8633,37374.81379,3.505234843,3.506483405,179.3243044,37.25011703,213.7591358,214.8616672,-1.10253138,0.74183285,0.830525582,0.213877659,0.317562899,440.4988842,189.3980739,32.00818581,0.586823447,0.033944276,0.00044756,0.035276375,16.63502675,12.86173304,1.000522506,1.011598973,17.46738641,-0.290705019,58.0178865,-37.85357449,20.16431201,8973.076211,4496.345724,4476.730487,21022.97991,20931.26749,41954.2474,0.999802719,18583.66621,2667.99269,2656.353614,1210.181127,1204.901731,5355.49457,2668.860111,2686.634459,18505.18021,9221.881688,9283.298519,4182.975171,4210.833377,97.57751894,97.49004988,88.92549236,88.84577902,0.593369116,0.082251766,0.181334103
1,19,0,1,0.77324755,0.772861955,37021.5818,37032.0373,149272.8318,67709.01756,149161.1262,148394.9592,695171.1587,16828.8633,36832.26291,3.502513964,3.508608229,179.507258,37.40303973,213.8452773,214.7821277,-0.93685044,0.742131797,0.830789177,0.213465356,0.316855807,440.4110871,188.8814999,32.00878636,0.586306795,0.03390587,0.000453734,0.035244144,16.63558069,12.85700741,0.999473681,1.010673733,-3.388030961,-0.007949855,-11.22367362,-1.031442201,-12.25511582,8908.080276,4463.776716,4444.30356,20911.01241,20819.78844,41730.80085,0.999802719,18583.66621,2648.670052,2637.11527,1201.416526,1196.175365,5311.491077,2646.753749,2664.737328,18391.17051,9164.450959,9226.719553,4156.92503,4185.169589,97.46502759,97.3536839,88.83706976,88.73558262,0.593369745,0.082916658,0.182799939
1,19,0,1,0.773698033,0.77383855,36999.80464,37000.54758,148028.9079,67144.78318,147908.2223,147149.552,688294.3975,16828.8633,35579.359,3.439778657,3.438206173,179.5235188,37.46423965,213.8294597,214.8445151,-1.015055436,0.742076903,0.830951907,0.213788682,0.317635562,440.9512857,189.6459593,32.00901719,0.579042648,0.033557516,0.00044625,0.034888306,16.59704089,12.84343007,0.999421484,1.010464521,0.070623106,-0.348557917,0.231624046,-44.84359767,-44.61197362,8821.399318,4420.341494,4401.057824,20676.21848,20586.0188,41262.23728,0.999802719,18583.66621,2624.456473,2613.007323,1190.433432,1185.240185,5262.251029,2622.420727,2639.830302,18174.16629,9057.019539,9117.146754,4108.194958,4135.468204,97.17094265,97.06158954,88.57769206,88.47800952,0.593722561,0.083795183,0.184736755
1,19,0,1,0.773129677,0.77244575,36998.88278,37002.90766,147316.9517,66821.84526,147221.4424,146474.8461,685216.1723,16828.8633,34892.57911,3.441992516,3.388866294,179.411547,38.13052319,213.5863913,214.8398393,-1.253448045,0.741233355,0.829688058,0.213764432,0.317172148,439.9073921,188.942468,32.01088602,0.578533708,0.033481766,0.000451562,0.034817867,16.61600065,12.83495908,1.000117118,1.011739056,12.3975665,-0.320750649,40.52492566,-41.07685121,-0.551925553,8814.736979,4417.003042,4397.733936,20662.94656,20572.80478,41235.75134,0.999802719,18583.66621,2618.623637,2607.199933,1187.787702,1182.605997,5255.699269,2618.41366,2637.285609,18191.89935,9063.288313,9128.611039,4111.038426,4140.668316,97.25098929,97.02179845,88.58321685,88.3744533,0.592850766,0.08370102,0.184529163
1,19,0,1,0.77309862,0.77338249,36994.54694,37001.3675,145595.6104,66041.05798,145519.5499,144780.1518,677238.1785,16828.8633,33190.68656,3.372620751,3.339302071,179.1878288,38.16626381,213.7972899,214.8428907,-1.045600792,0.741965261,0.830722184,0.213780257,0.317482961,440.6582606,189.4150255,32.0105693,0.570413509,0.033093187,0.000447995,0.034425722,16.56939843,12.81448262,0.999718295,1.01295371,-8.004098595,-0.566623394,-25.8419916,-71.72492125,-97.56691285,8640.236843,4329.562245,4310.674598,20252.39518,20164.04442,40416.4396,0.999802719,18583.66621,2569.607881,2558.398007,1165.554529,1160.469815,5159.404708,2568.377217,2591.027491,17829.99699,8875.860811,8954.136182,4026.022741,4061.527852,96.59645123,96.47735511,88.04183296,87.93328404,0.593502931,0.085408741,0.188294043
1,19,0,1,0.773011173,0.773077707,37004.25306,36999.38983,145270.1482,65893.43082,145162.9988,144429.6918,675534.6164,16828.8633,32834.13546,3.366058331,3.386291778,179.7753664,38.16655484,213.42701,214.8468089,-1.419798824,0.740680236,0.829213618,0.213800579,0.317419584,440.1029939,189.2837529,32.0115178,0.569427383,0.03303191,0.000448843,0.034365293,16.56983937,12.80977343,1.000500316,1.01314302,18.20821626,-0.876594763,58.6158771,-110.693446,-52.07756887,8664.343189,4341.641766,4322.701423,20306.96921,20218.38038,40525.34959,0.999802719,18583.66621,2574.037407,2562.808209,1167.563728,1162.47025,5170.796182,2574.817174,2595.979008,17889.18224,8907.984772,8981.197464,4040.593924,4073.802643,96.75668024,96.67146456,88.1077624,88.03016401,0.592871901,0.085113197,0.187642479
1,19,0,1,0.773130535,0.773646879,37003.82446,37001.33185,144929.2336,65738.79457,144849.7043,144119.4379,674146.4016,16828.8633,32520.84096,3.347452414,3.356255743,179.9635832,38.18374277,213.1082825,214.8429613,-1.734678808,0.73957412,0.828105504,0.213780623,0.317564699,440.0980303,189.5448792,32.01184164,0.567421393,0.032949354,0.000447039,0.034280933,16.55209892,12.80547966,1.000249564,1.01341321,6.556807606,-0.169932254,21.03148822,-21.41237929,-0.380891066,8706.637999,4362.8354,4343.802599,20408.00205,20318.97247,40726.97452,0.999802719,18583.66621,2585.6217,2574.341966,1172.818275,1167.701874,5194.114229,2585.756755,2608.357474,17973.65663,8947.724674,9025.931955,4058.619641,4094.093867,96.77929718,96.83974095,88.06945311,88.12445712,0.592647089,0.084730141,0.186797985
1,19,0,1,0.772916828,0.773361262,37004.57648,37007.9956,142752.3325,64751.36884,142652.5344,141933.6083,664134.4398,16828.8633,30323.67109,3.284419852,3.295742119,179.9599045,38.18651308,212.6419512,214.8297591,-2.187807902,0.737955756,0.8262282,0.213712164,0.317375321,439.453949,189.3442985,32.01190098,0.559407408,0.032531226,0.000448907,0.033864673,16.51890778,12.77508337,0.99964679,1.012667893,-4.084448935,-0.155628939,-12.89392325,-19.31266248,-32.20658573,8559.984265,4289.348239,4270.636026,20070.67899,19983.12097,40053.79997,0.999802719,18583.66621,2538.818128,2527.742574,1151.588532,1146.564745,5096.679461,2537.420708,2559.258753,17667.05498,8795.677952,8871.37703,3989.652408,4023.988932,96.42242294,96.35733077,87.64518202,87.58601513,0.59188902,0.08622358,0.190090455
1,19,0,1,0.772552775,0.771878035,36989.66112,36996.31054,142011.0812,64415.14289,141940.5883,141228.0899,660462.1489,16828.8633,29611.72497,3.283152036,3.252373285,180.052911,38.31126392,212.5587198,214.8529096,-2.294189788,0.737666909,0.825566663,0.213832224,0.317098811,438.5252739,188.7246722,32.01254468,0.558454259,0.032432797,0.000452774,0.033770111,16.5369389,12.76449991,1.001087703,1.011050736,-18.1589366,-0.083521201,-57.13204721,-10.31298457,-67.44503178,8472.71411,4245.617775,4227.096335,19854.90167,19768.28498,39623.18665,0.999802719,18583.66621,2510.032238,2499.082262,1138.531472,1133.564646,5038.467177,2512.266687,2526.20049,17487.50077,8719.569677,8767.93109,3955.130275,3977.066643,96.08532683,96.0583655,87.30379966,87.27930241,0.59120542,0.087035453,0.191880329
1,19,0,1,0.772932854,0.772959411,36999.10689,36999.24731,141052.1764,63980.191,140952.4,140246.7663,655965.5106,16828.8633,28623.53666,3.235538088,3.266608532,180.151961,38.46020931,213.0296738,214.8470912,-1.817417399,0.739301315,0.827642832,0.213802043,0.317385461,439.6258522,189.227125,32.01297936,0.553101285,0.032201255,0.000449251,0.033535047,16.49323146,12.74859847,0.999809355,1.010712448,12.1479273,0.989830841,37.94439848,121.3725257,159.3169242,8662.60912,4340.772837,4321.836284,20302.76594,20214.19544,40516.96137,0.999802719,18583.66621,2570.928845,2559.713208,1166.153708,1161.066381,5156.555219,2569.93161,2586.623609,17858.75441,8900.472411,8958.281995,4037.186375,4063.408361,96.73130316,96.51244464,88.00118445,87.80207818,0.59227445,0.085255725,0.187956699
1,19,0,1,0.773002682,0.772874873,37005.14812,37003.92813,140927.1818,63923.49437,140869.5194,140166.436,655737.2964,16828.8633,28540.65608,3.235323527,3.175531021,180.2298317,38.58178878,212.7755257,214.8378176,-2.062291885,0.738419315,0.82663614,0.213753948,0.317288137,439.3154802,189.1431783,32.01346706,0.55302982,0.03219481,0.000450145,0.033529495,16.49383083,12.7476674,1.000048821,1.011078302,-1.892987818,-0.777329624,-5.906789769,-95.26114584,-101.1679356,8396.944934,4207.650371,4189.294563,19684.55043,19598.67689,39283.22732,0.999802719,18583.66621,2490.460614,2479.596019,1129.653932,1124.725835,4996.661991,2490.090855,2506.571136,17320.83971,8631.855557,8688.984157,3915.34382,3941.256917,95.8381506,95.87634841,87.13559852,87.17032778,0.591888678,0.087921793,0.193834373
1,19,0,1,0.773283745,0.772966678,36991.03933,36990.75995,140061.8987,63531.00857,139949.9542,139252.1961,651048.0456,16828.8633,27621.09093,3.202143612,3.192738716,180.1040494,38.71340972,213.2551286,214.8639064,-1.608777765,0.740083736,0.82852041,0.213889278,0.31751719,439.8625597,189.3078921,32.01363619,0.548944622,0.031994076,0.000448156,0.033326771,16.47158124,12.73198343,0.999537302,1.013509888,-10.21530588,-0.247129796,-31.69550524,-30.0880273,-61.78353253,8392.304395,4205.325029,4186.979365,19661.22415,19575.45237,39236.67652,0.999802719,18583.66621,2492.035924,2481.164457,1130.368481,1125.437266,5004.580071,2490.39146,2514.188611,17316.04852,8616.854712,8699.193811,3908.539551,3945.887938,95.94416253,95.79090126,87.33134768,87.19184453,0.592590562,0.087892002,0.193768695
1,19,0,1,0.773019234,0.773603469,37007.53383,37015.85996,139274.2635,63173.74328,139194.9928,138499.3627,648309.9566,16828.8633,26866.12952,3.173733991,3.205040225,179.8828685,38.75604566,213.6931317,214.8141783,-1.12104657,0.741603789,0.830368175,0.213631399,0.317329706,440.6767861,189.3913165,32.01325803,0.54573639,0.031857598,0.000449026,0.033191164,16.44221905,12.71975771,1.000662499,1.010662473,19.77847928,0.126568081,61.06232695,15.32634229,76.38866925,8499.787133,4259.183878,4240.603255,19937.06874,19850.09359,39787.16233,0.999802719,18583.66621,2527.583307,2516.556765,1146.492503,1141.490947,5071.646571,2528.758852,2542.887719,17538.9223,8745.030713,8793.891589,3966.679207,3988.842127,96.23729215,96.12044753,87.69578954,87.58931542,0.593443105,0.086890279,0.191560275
